0,File name,Date,District,Street name,Type,Flow rate (L/min),Secondary purpose?,Year fountain was constructed (if stated),Entry made by:
759,NN_34.JPG,11/08/2023,Nor Nork,"Gayi Avenue, 13",no valve,2.7,No secondary purpose,Unknown,Inessa Minasyan
760,NN_35.JPG,11/08/2023,Nor Nork,"Gayi Avenue, 19",no valve,2.85,No secondary purpose,Unknown,Inessa Minasyan
761,NN_36.JPG,11/08/2023,Nor Nork,"Nelson Stepanyan Street, 10/5",no valve,3.1,No secondary purpose,Unknown,Inessa Minasyan
762,NN_4.jpg,10/01/2023,Nor Nork,Galshoyan Street,with valve,3,No secondary purpose,Unknown,Davit Barseghyan
763,NN_5.jpg,10/01/2023,Nor Nork,Galshoyan Street,with a broken valve,0.8,No secondary purpose,Unknown,Davit Barseghyan
764,NN_6.JPG,10/15/2023,Nor Nork,Hunan Avetisyan Street,no valve,2.8,No secondary purpose,Unknown,Davit Barseghyan
765,NN_7.JPG,10/15/2023,Nor Nork,Hunan Avetisyan Street,no valve,2.2,No secondary purpose,Unknown,Davit Barseghyan
766,NN_8.JPG,10/15/2023,Nor Nork,Artem Mikoyan Street,with valve,3.3,No secondary purpose,Unknown,Davit Barseghyan
767,NN_9.JPG,10/15/2023,Nor Nork,Artem Mikoyan Street,no valve,3,No secondary purpose,Unknown,Davit Barseghyan
768,SG__19JPG,11/1/2023,Shengavit,Taronts 3rd Lane,no valve,0.36,No secondary purpose,unknown,Tamara Manukyan 
769,SG_10JPG,11/1/2023,Shengavit,Taronts 1st Lane,no valve,0.32,No secondary purpose,unknown,Tamara Manukyan 
770,SG_11JPG,11/1/2023,Shengavit,Taronts 26/8,no valve,0.24,No secondary purpose,unknown,Tamara Manukyan 
771,SG_12JPG,11/1/2023,Shengavit,Taronts 3rd Lane,no valve,0.43,No secondary purpose,unknown,Tamara Manukyan 
772,SG_14JPG,11/1/2023,Shengavit,Taronts 3rd Lane,no valve,0.38,No secondary purpose,unknown,Tamara Manukyan 
773,SG_15JPG,11/1/2023,Shengavit,Taronts 3rd Lane,,not working,No secondary purpose,unknown,Tamara Manukyan 
774,SG_16JPG,11/1/2023,Shengavit,Taronts 3rd Lane,no valve,0.35,No secondary purpose,unknown,Tamara Manukyan 
775,SG_17JPG,11/1/2023,Shengavit,Taronts 3rd Lane,no valve,0.34,No secondary purpose,unknown,Tamara Manukyan 
776,SG_1JPG,11/1/2023,Shengavit,Taronts Street,no valve,0.24,No secondary purpose,unknown,Tamara Manukyan 
777,SG_20JPG,11/1/2023,Shengavit,Taronts 3rd Lane,no valve,0.32,No secondary purpose,unknown,Tamara Manukyan 
778,SG_21JPG,11/1/2023,Shengavit,Taronts Street,no valve,0.3,No secondary purpose,unknown,Tamara Manukyan 
779,SG_22JPG,11/1/2023,Shengavit,Shahamir Shahamiryan Street,no valve,0.29,No secondary purpose,unknown,Tamara Manukyan 
780,SG_23JPG,11/1/2023,Shengavit,Shahamir Shahamiryan Street,no valve,0.33,No secondary purpose,unknown,Tamara Manukyan 
781,SG_24JPG,11/1/2023,Shengavit,Manandyan street,no valve,0.38,No secondary purpose,unknown,Tamara Manukyan 
782,SG_3JPG,11/1/2023,Shengavit,Taronts Street,with valve,0.29,No secondary purpose,unknown,Tamara Manukyan 
783,SG_4JPG,11/1/2023,Shengavit,Taronts Street,with valve,0.15,No secondary purpose,unknown,Tamara Manukyan 
784,SG_5JPG,11/1/2023,Shengavit,Bagratunyanc 4 Avenue,no valve,0.31,No secondary purpose,unknown,Tamara Manukyan 
785,SG_6JPG,11/1/2023,Shengavit,Taronts Street,no valve,0.28,No secondary purpose,unknown,Tamara Manukyan 
786,SG_7JPG,11/1/2023,Shengavit,Taronts Backstreet,no valve,0.3,No secondary purpose,unknown,Tamara Manukyan 
787,SG_8JPG,11/1/2023,Shengavit,Taronts Street,,not working,No secondary purpose,unknown,Tamara Manukyan 
788,SG_9JPG,11/1/2023,Shengavit,Taaronts Street,no valve,0.34,No secondary purpose,unknown,Tamara Manukyan 
789,KN_5.JPG,10/2/2023,Kentron,Moskovyan Street,no valve,2.14,No secondary purpose ,Unknown,Lilit Ivanyan
790,NM_2.JPG,10/01/2023,Nork-Marash,Nork 2nd Street,no valve,2.4,No secondary purpose ,Unknown,Alla Basentsyan
791,SG_100..JPG,11/1/2023,Shengavit,Upper Shengavit,no valve,0.38,no secondary purpose ,unknown,Tamara Manukyan 
792,SG_101.JPG,11/1/2023,Shengavit,Upper Shengavit,with valve,0.63,no secondary purpose ,unknown,Tamara Manukyan 
793,SG_102.JPG,11/1/2023,Shengavit,Upper Shengavit,no valve,0.9,no secondary purpose ,unknown,Tamara Manukyan 
794,SG_103.JPG,11/1/2023,Shengavit,Upper Shengavit,no valve,0.41,no secondary purpose ,unknown,Tamara Manukyan 
795,SG_104.JPG,11/1/2023,Shengavit,Upper Shengavit,no valve,0.65,no secondary purpose ,unknown,Tamara Manukyan 
796,SG_105.JPG,11/1/2023,Shengavit,Upper Shengavit,no valve,0.45,no secondary purpose ,unknown,Tamara Manukyan 
797,SG_106.JPG,11/1/2023,Shengavit,Arshakunyanc Avenue,no valve,1.03,no secondary purpose ,unknown,Tamara Manukyan 
798,SG_108.JPG,11/1/2023,Shengavit,Artashisyan Avenue,no valve,0.48,no secondary purpose ,unknown,Tamara Manukyan 
799,SG_109.JPG,11/1/2023,Shengavit,Artashisyan Avenue,no valve,0.66,no secondary purpose ,unknown,Tamara Manukyan 
800,SG_110.JPG,11/1/2022,Shengavit,Artashisyan Avenue,no valve,2.72,no secondary purpose ,unknown,Tamara Manukyan 
801,SG_27.JPG,11/1/2023,Shengavit,Mantashyan Street,no valve,0.35,no secondary purpose ,unknown,Tamara Manukyan 
802,SG_28.JPG,11/1/2023,Shengavit,Arshakunyanc Street 75/1,no valve,0.28,no secondary purpose ,unknown,Tamara Manukyan 
803,SG_29.JPG,11/1/2023,Shengavit,Arshakunyanc Street  56,no valve,0.29,no secondary purpose ,unknown,Tamara Manukyan 
804,SG_30.JPG,11/1/2023,Shengavit,Arshakunyanc Street 52/3,,not wokring,no secondary purpose ,unknown,Tamara Manukyan 
805,SG_31.JPG,11/1/2023,Shengavit,Arshakunyanc Street 54/3,no valve,0.28,no secondary purpose ,unknown,Tamara Manukyan 
806,SG_32.JPG,11/1/2023,Shengavit,Arshakunyanc  Street 54,no valve,0.29,no secondary purpose ,unknown,Tamara Manukyan 
807,SG_33.JPG,11/1/2023,Shengavit,Arshakunyanc Street 49,no valve,0.23,no secondary purpose ,unknown,Tamara Manukyan 
808,SG_34.JPG,11/1/2023,Shengavit,Arshakunyanc Street 50/1,no valve,0.34,no secondary purpose ,unknown,Tamara Manukyan 
809,SG_35.JPG,11/1/2023,Shengavit,Arshakunyanc Street 50/2,no valve,1,no secondary purpose ,unknown,Tamara Manukyan 
810,SG_36.JPG,11/1/2023,Shengavit,Arshakunyanc Street 50/3,with valve,3.33,no secondary purpose ,unknown,Tamara Manukyan 
811,SG_37.JPG,11/1/2023,Shengavit,Arshakunyanc Street 52/3,no valve,0.38,no secondary purpose ,unknown,Tamara Manukyan 
812,SG_38.JPG,11/1/2023,Shengavit,Arshakunyanc Street 60/1,no valve,1.02,no secondary purpose ,unknown,Tamara Manukyan 
813,SG_39.JPG,11/1/2023,Shengavit,Arshakunyanc Street 54/2,no valve,0.38,no secondary purpose ,unknown,Tamara Manukyan 
814,SG_40.JPG,11/1/2023,Shengavit,Arshakunyanc Street 54/2,no valve,0.48,no secondary purpose ,unknown,Tamara Manukyan 
815,SG_41.JPG,11/1/2023,Shengavit,Arshakunyanc Street ,,Not Working,no secondary purpose ,unknown,Tamara Manukyan 
816,SG_42.JPG,11/1/2023,Shengavit,Arshakunyanc Street 48/1,no valve,0.47,no secondary purpose ,unknown,Tamara Manukyan 
817,SG_43.JPG,11/1/2023,Shengavit,Arshakunyanc Street 52/2,no valve,1,no secondary purpose ,unknown,Tamara Manukyan 
818,SG_44.JPG,11/1/2023,Shengavit,Arshakunyanc Street 52/1,no valve,1,no secondary purpose ,unknown,Tamara Manukyan 
819,SG_45.JPG,11/1/2023,Shengavit,Arshakunyanc Street 50/2,,Not Working,no secondary purpose ,unknown,Tamara Manukyan 
820,SG_46.JPG,11/1/2023,Shengavit,Arshakunyanc Street 50/1,no valve,0.62,no secondary purpose ,unknown,Tamara Manukyan 
821,SG_47.JPG,11/1/2023,Shengavit,Arshakunyanc Street 50/11,no valve,0.73,no secondary purpose ,unknown,Tamara Manukyan 
822,SG_48.JPG,11/1/2023,Shengavit,Arshakunyanc Street 50,with valve,0.76,no secondary purpose ,unknown,Tamara Manukyan 
823,SG_49.JPG,11/1/2023,Shengavit,Arshakunyanc Street 50,with valve,0.39,no secondary purpose ,unknown,Tamara Manukyan 
824,SG_50.JPG,11/2/2023,Shengavit,Arshakunyanc Street 48,no valve,0.76,no secondary purpose ,unknown,Tamara Manukyan 
825,SG_51.JPG,11/1/2023,Shengavit,Arshakunyanc Street 56,no valve,0.55,no secondary purpose ,unknown,Tamara Manukyan 
826,SG_52.JPG,11/1/2023,Shengavit,Arshakunyanc Street 65,,Not Working ,no secondary purpose ,unknown,Tamara Manukyan 
827,SG_54.JPG,11/1/2023,Shengavit,Arshakunyanc Street 46/2,,Not Working,no secondary purpose ,unknown,Tamara Manukyan 
828,SG_55.JPG,11/1/2023,Shengavit,Arshakunyanc Street 65,no valve,0.75,no secondary purpose ,unknown,Tamara Manukyan 
829,SG_56.JPG,11/1/2023,Shengavit,Arshakunyanc Street 68,no valve,0.46,no secondary purpose ,unknown,Tamara Manukyan 
830,SG_57.JPG,11/1/2023,Shengavit,Mantashyan Street 1,no valve,0.69,no secondary purpose ,unknown,Tamara Manukyan 
831,SG_58.JPG,11/1/2023,Shengavit,Mantashyan Street 1,,Not Working,no secondary purpose ,unknown,Tamara Manukyan 
832,SG_59.JPG,11/1/2023,Shengavit,Mantashyan Street 6,no valve,0.53,no secondary purpose ,unknown,Tamara Manukyan 
833,SG_60.JPG,11/1/2023,Shengavit,Manandyan street,no valve,0.4,no secondary purpose ,unknown,Tamara Manukyan 
834,SG_61.JPG,11/1/2023,Shengavit,Eghbayrutyun Street 1,no valve,0.49,no secondary purpose ,unknown,Tamara Manukyan 
835,SG_62.JPG,11/1/2023,Shengavit,Mantashyan Street 8,no valve,0.42,no secondary purpose ,unknown,Tamara Manukyan 
836,SG_63.JPG,11/1/2023,Shengavit,Eghbayrutyun Street 2,no valve,0.72,no secondary purpose ,unknown,Tamara Manukyan 
837,SG_64.JPG,11/1/2023,Shengavit,Eghbayrutyun Street 2,no valve,0.9,no secondary purpose ,unknown,Tamara Manukyan 
838,SG_65.JPG,11/1/2023,Shengavit,Chekhov Street 1,no valve,0.87,no secondary purpose ,unknown,Tamara Manukyan 
839,SG_68.JPG,11/1/2023,Shengavit,Chekhov Street 1,no valve,0.63,no secondary purpose ,unknown,Tamara Manukyan 
840,SG_69.JPG,11/1/2023,Shengavit,Chekhov Street 1,,Not Working,no secondary purpose ,unknown,Tamara Manukyan 
841,SG_70.JPG,11/1/2023,Shengavit,Chekhov Street 3,no valve,0.62,no secondary purpose ,unknown,Tamara Manukyan 
842,SG_71.JPG,11/1/2023,Shengavit,Bagratunyanc Street 1,with valve,0.56,no secondary purpose ,unknown,Tamara Manukyan 
843,SG_72.JPG,11/1/2023,Shengavit,Chekhov Street 1,no valve,0.52,no secondary purpose ,unknown,Tamara Manukyan 
844,SG_73.JPG,11/1/2023,Shengavit,Chekhov Street 1,,Not Wokring,no secondary purpose ,unknown,Tamara Manukyan 
845,SG_74.JPG,11/1/2023,Shengavit,Chekhov Street 1,no valve,0.41,no secondary purpose ,unknown,Tamara Manukyan 
846,SG_75.JPG,11/1/2023,Shengavit,Chekhov Street 1,no valve,2.27,no secondary purpose ,unknown,Tamara Manukyan 
847,SG_76.JPG,11/1/2023,Shengavit,Shevchenko Street,no valve,0.47,no secondary purpose ,unknown,Tamara Manukyan 
848,SG_78.JPG,11/1/2023,Shengavit,Nizami Street,no valve,0.42,no secondary purpose ,unknown,Tamara Manukyan 
849,SG_79.JPG,11/1/2023,Shengavit,Eghbayrutyun Street 1,no valve,1.82,no secondary purpose ,unknown,Tamara Manukyan 
850,SG_80.JPG,11/1/2023,Shengavit,Nizami Street,no valve,0.51,no secondary purpose ,unknown,Tamara Manukyan 
851,SG_81.JPG,11/1/2022,Shengavit,Chekhov Street ,no valve,0.38,no secondary purpose ,unknown,Tamara Manukyan 
852,SG_82.JPG,11/1/2023,Shengavit,Eghbayrutyun Street 1,no valve,3.19,no secondary purpose ,unknown,Tamara Manukyan 
853,SG_83.JPG,11/1/2023,Shengavit,Nizami Street,no valve,0.49,no secondary purpose ,unknown,Tamara Manukyan 
854,SG_84.JPG,11/1/2023,Shengavit,Eghbayrutyun Street ,,Not Working,no secondary purpose ,unknown,Tamara Manukyan 
855,SG_85.JPG,11/1/2023,Shengavit,Shevchenko Street,no valve,0.73,no secondary purpose ,unknown,Tamara Manukyan 
856,SG_86.JPG,11/1/2023,Shengavit,Shevchenko Street,no valve,0.4,no secondary purpose ,unknown,Tamara Manukyan 
857,SG_87.JPG,11/1/2023,Shengavit,Shevchenko Street,no valve,0.58,no secondary purpose ,unknown,Tamara Manukyan 
858,SG_88.JPG,11/1/2023,Shengavit,Eghbayrutyun Street,no valve,0.66,no secondary purpose ,unknown,Tamara Manukyan 
859,SG_89.JPG,11/1/2023,Shengavit,Mantashyan Street,no valve,1.8,no secondary purpose ,unknown,Tamara Manukyan 
860,SG_90.JPG,11/1/2023,Shengavit,Mantashyan Street,no valve,0.53,no secondary purpose ,unknown,Tamara Manukyan 
861,SG_91.JPG,11/1/2023,Shengavit,Mantashyan Street,no valve,0.55,no secondary purpose ,unknown,Tamara Manukyan 
862,SG_92.JPG,11/1/2023,Shengavit,Garegin Nzhdeh Street,no valve,0.61,no secondary purpose ,unknown,Tamara Manukyan 
863,SG_93.JPG,11/1/2023,Shengavit,Nizami Street,no valve,1.2,no secondary purpose ,unknown,Tamara Manukyan 
864,SG_94.JPG,11/1/2023,Shengavit,May 9 Street,no valve,1.05,no secondary purpose ,unknown,Tamara Manukyan 
865,SG_95.JPG,11/1/2023,Shengavit,May 9 Street,no valve,0.78,no secondary purpose ,unknown,Tamara Manukyan 
866,SG_96.JPG,11/1/2023,Shengavit,Manandyan street,no valve,0.8,no secondary purpose ,unknown,Tamara Manukyan 
867,SG_97.JPG,11/1/2023,Shengavit,Upper Shengavit,no valve,0.49,no secondary purpose ,unknown,Tamara Manukyan 
868,SG_98.JPG,11/1/2023,Shengavit,Upper Shengavit,no valve,1,no secondary purpose ,unknown,Tamara Manukyan 
869,SG_99.JPG,11/1/2023,Shengavit,Upper Shengavit,no valve,0.34,no secondary purpose ,unknown,Tamara Manukyan 
870,NN_12.JPG,10/15/2023,Nor Nork,Jughayi Street,no valve,2.85,Park Irrigation,Unknown,Davit Barseghyan
871,NN_18.JPG,10/17/2023,Nor Nork,Gai Avenue,no valve,3,Park Irrigation,Unknown,Davit Barseghyan
872,NM_23.JPG,10/15/2023,Nork-Marash,Armenak Armenakyan street,no valve,4.8,used to fill coffee machine water,Unknown,Alla Basentsyan
873,KN_42.JPG KN_43.JPG,10/8/2023,Kentron,Mesrop Mashtots Avenue,"3 with valve, 1 with no valve","4 heads. The one with no valve: 3L/min, one with valve: 2.14L/min, other two with valves:  1.67L/min",Washing baskets from the store nearby,Unknown,Hrach Khachatryan
874,KZ_11.jpg,10/06/2023,Kanaker-Zeytun,Raynis Street,no valve,4,Washing cars,Unknown,Meri Grigoryan
875,SG_66JPG,11/1/2023,Shengavit,Chekhov Street 1,no valve,1.19,washing cars,unknown,Tamara Manukyan 
876,KN_105.JPG,10/29/23,Kentron,Hanrapetutyan Str.,no valve,2.14,watering flowers in the nearby flower booth,Unknown,Hrach Khachatryan
877,SG_2JPG,11/1/2023,Shengavit,Taronts Street,no valve,0.28,watering soil,unknown,Tamara Manukyan 
878,SG_26JPG,11/1/2023,Shengavit,Mantashyan Street,no valve,0.45,watering soil ,unknown,Tamara Manukyan 
879,NM_10.JPG,10/15/2023,Nork-Marash,Sargis Baghdasaryan street,no valve,2.4,watering soil/trees,Unknown,Alla Basentsyan
880,NM_11.JPG,10/15/2023,Nork-Marash,Arpenik Nalbandyan Street,no valve,2.52,watering soil/trees,Unknown,Alla Basentsyan
881,NM_12.JPG,10/15/2023,Nork-Marash,Aytsemnik Urartu street,no valve,0.8,watering soil/trees,Unknown,Alla Basentsyan
882,NM_15.JPG,10/15/2023,Nork-Marash,Nork 15th street,no valve,2.28,watering soil/trees,Unknown,Alla Basentsyan
883,NM_19.JPG,10/15/2023,Nork-Marash,next to Garegin Hovsepyan street (next to Panorama hotel ),with valve,,watering soil/trees,Unknown,Alla Basentsyan
884,NM_21.JPG,10/15/2023,Nork-Marash,"Armenak Armenakyan street, St. Mary church",no valve,2.34,watering soil/trees,Unknown,Alla Basentsyan
885,NM_24.JPG,10/15/2023,Nork-Marash,Norqi Ayginer street (Nork-Marash Medical center),with valve,,watering soil/trees,Unknown,Alla Basentsyan
886,NM_25.JPG,10/15/2023,Nork-Marash,Armenak Armenakyan street,no valve,5.4,watering soil/trees,Unknown,Alla Basentsyan
887,NM_6.JPG,10/15/2023,Nork-Marash,Sero Khanzadyan roundabout,no valve,5.4,watering soil/trees,Unknown,Alla Basentsyan
888,KZ_37.jpg,10/13/2023,Kanaker-Zeytun,Zakaria Sarkavag Street,with valve,-,Watering the garden,Unknown,Meri Grigoryan
889,KZ_5.jpg,9/29/2023,Kanaker-Zeytun,Davit Anhaght,with a broken valve,2.64,Watering the garden,Unknown,Sofia Aleksanyan
890,KZ_63.jpg,10/23/2023,Kanaker-Zeytun,Hrachya Nersisyan Street,no valve,2.8,Watering the garden,Unknown,Meri Grigoryan
891,KZ_75.jpg,10/23/2023,Kanaker-Zeytun,Lepsius Street,no valve,0.8,Watering the garden,Unknown,Meri Grigoryan
892,KZ_84.jpg,10/23/2023,Kanaker-Zeytun,Minas Avetisyan Street,no valve,0.9,Watering the garden,Unknown,Sofia Aleksanyan
893,NN_14.JPG,10/15/2023,Nor Nork,Ashot Hovhannisyan Street,with valve,4.5,Watering trees,Unknown,Davit Barseghyan
894,NN_15.JPG,10/15/2023,Nor Nork,Ashot Hovhannisyan Street,no valve,2.25,Watering trees,Unknown,Davit Barseghyan
895,NN_1.jpg,10/01/2023,Nor Nork,Mikoyan Street,no valve,1.9,Waters nearby park,Unknown,Davit Barseghyan
896,AR_1.JPG,9/30/2023,Arabkir,Sose 2nd Lane,no valve,5,waters the trees,Unknown,Inga Avetisyan
897,NM_5.JPG,10/01/2023,Nork-Marash,Sero Khanzadyan 2nd Lane,with valve,-,Waters the trees/soil,Unknown,Alla Basentsyan 
898,SG_25JPG,11/1/2023,Shengavit,Bagratunyanc 4 Avenue,,not working,,unknown,Tamara Manukyan 
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
, ,,,,,,,,
